,city,confidence,nThumbsUp,street,uuid,country,type,subtype,roadType,reliability,magvar,reportRating,ts,geo,geoWKT
29215,"Chicago, IL",0,,W Division St,3d6d5b07-2cfd-4471-8de9-6e1bc19fc840,US,JAM,JAM_STAND_STILL_TRAFFIC,2,5,88,3,2024-06-29 18:19:42 UTC,POINT(-87.674483 41.903235),Point(-87.674483 41.903235)
92982,"Chicago, IL",0,,I-90 E,4b325aca-8eab-4bc4-bb42-72cd7e972148,US,ACCIDENT,,3,5,155,0,2024-06-08 16:25:49 UTC,POINT(-87.718533 41.946022),Point(-87.718533 41.946022)
124858,"Chicago, IL",0,,I-90 W,37ba2d08-8c8c-4259-971d-79f360e2853e,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,358,3,2024-05-07 21:08:54 UTC,POINT(-87.644164 41.857406),Point(-87.644164 41.857406)
413668,"Chicago, IL",0,,I-94 W • Edens Expwy,bc66a33a-8afa-4293-a4fb-61ab6ca83dd3,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,358,5,2024-09-05 20:48:45 UTC,POINT(-87.74731 41.971898),Point(-87.74731 41.971898)
706386,"Chicago, IL",0,,I-90 E,f3c7c1db-5017-4016-bfde-c146be7d9411,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,8,106,3,2024-07-31 12:45:35 UTC,POINT(-87.815541 41.982651),Point(-87.815541 41.982651)
362965,"Chicago, IL",0,,I-290 W,8a35dde7-04f1-44c3-818a-905c249e7525,US,JAM,,3,5,261,5,2024-05-16 11:24:44 UTC,POINT(-87.764615 41.871289),Point(-87.764615 41.871289)
123450,"Chicago, IL",0,,I-94 E,c78d465f-ae77-489a-aa00-ecbe77a1105f,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,178,3,2024-05-07 04:34:47 UTC,POINT(-87.625927 41.76446),Point(-87.625927 41.76446)
257130,"Chicago, IL",1,,I-90 E,da7aab37-60db-463f-ab38-6e05075299f3,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,120,2,2024-01-21 16:37:09 UTC,POINT(-87.766002 41.972165),Point(-87.766002 41.972165)
393334,"Chicago, IL",0,,DuSable Lake Shore Dr,76775ea1-c470-4cf2-91a8-2f2e719f8b82,US,JAM,JAM_STAND_STILL_TRAFFIC,6,5,181,3,2024-04-30 20:00:52 UTC,POINT(-87.61413 41.886557),Point(-87.61413 41.886557)
469262,"Chicago, IL",0,,N Milwaukee Ave,e4acc835-fcbb-4182-befa-79d06fe0a0e2,US,JAM,JAM_HEAVY_TRAFFIC,2,5,311,1,2024-03-15 21:00:13 UTC,POINT(-87.652729 41.89451),Point(-87.652729 41.89451)
204084,"Chicago, IL",1,,I-94 E • Edens Expwy,a353264a-8579-4edc-a8cb-2e3ab7a95d94,US,JAM,JAM_HEAVY_TRAFFIC,3,7,184,3,2024-09-25 18:57:01 UTC,POINT(-87.746744 41.979297),Point(-87.746744 41.979297)
58187,"Chicago, IL",1,,I-290 E,1519617f-527d-453a-a289-85b315fc17d6,US,HAZARD,HAZARD_ON_ROAD,3,10,65,3,2024-05-18 19:51:50 UTC,POINT(-87.737662 41.872089),Point(-87.737662 41.872089)
627100,"Chicago, IL",0,,I-90 E,eacf8d24-e24d-47cc-b0ba-475d80721c0f,US,JAM,,3,5,100,3,2024-05-05 17:10:16 UTC,POINT(-87.823733 41.984044),Point(-87.823733 41.984044)
771120,"Chicago, IL",0,,I-290 E,5dc3a473-897b-4547-9778-04b853df158e,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,8,88,3,2024-03-25 21:30:52 UTC,POINT(-87.717168 41.873829),Point(-87.717168 41.873829)
180253,"Chicago, IL",0,,I-90 E,3375ad44-8565-4a08-9ece-ff96b1e2f676,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,86,5,2024-06-04 22:51:20 UTC,POINT(-87.836867 41.984207),Point(-87.836867 41.984207)
687085,"Chicago, IL",1,,W Peterson Ave,336cb98a-9bc9-4106-bd06-a7f16989f23a,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,6,10,88,3,2024-02-23 18:25:44 UTC,POINT(-87.711883 41.99035),Point(-87.711883 41.99035)
74289,"Chicago, IL",0,,DuSable Lake Shore Dr,039238af-3f00-40f8-a758-c67b46da10eb,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,6,7,150,2,2024-02-09 18:49:44 UTC,POINT(-87.606554 41.831692),Point(-87.606554 41.831692)
577643,"Chicago, IL",0,,I-94 W • Edens Expwy,532901fb-2117-4ec0-9416-488bc38ce231,US,HAZARD,HAZARD_ON_ROAD_POT_HOLE,3,5,356,1,2024-01-25 03:08:00 UTC,POINT(-87.74717 41.96985),Point(-87.74717 41.96985)
728422,"Chicago, IL",0,,DuSable Lake Shore Dr,09b5b367-d46c-44c1-b201-f14cab41104d,US,JAM,JAM_STAND_STILL_TRAFFIC,6,5,340,2,2024-03-12 22:07:55 UTC,POINT(-87.617528 41.860162),Point(-87.617528 41.860162)
314828,"Chicago, IL",0,,W Irving Park Rd,a26b0e0b-4b6d-4667-909f-0d1afc2eb5b9,US,JAM,JAM_STAND_STILL_TRAFFIC,6,5,89,4,2024-03-23 18:34:49 UTC,POINT(-87.748883 41.953401),Point(-87.748883 41.953401)
70601,"Chicago, IL",0,,N Clark St,df3e5e60-feb3-453a-86ef-0d8fa6499782,US,JAM,JAM_MODERATE_TRAFFIC,2,5,329,3,2024-01-29 22:11:26 UTC,POINT(-87.661239 41.9531),Point(-87.661239 41.9531)
103730,"Chicago, IL",3,,I-90 E,23b0c3d7-63c0-4109-9386-5c903529917a,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,100,4,2024-03-09 21:17:12 UTC,POINT(-87.822938 41.983938),Point(-87.822938 41.983938)
421050,"Chicago, IL",0,,N Morgan St,e7c0bc8d-c352-47b4-b45a-b6ed59463ebc,US,JAM,,1,5,358,5,2024-09-13 01:07:29 UTC,POINT(-87.65215 41.885909),Point(-87.65215 41.885909)
692786,"Chicago, IL",0,,to I-94 W,38542651-c5e4-4cee-98a4-87a90d14a78f,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,4,6,346,0,2024-06-07 21:05:28 UTC,POINT(-87.745961 41.964395),Point(-87.745961 41.964395)
122512,"Chicago, IL",0,,I-90 E,64db7b5c-4b27-4301-a531-553302667a9c,US,HAZARD,HAZARD_ON_ROAD,3,7,133,2,2024-05-07 11:50:23 UTC,POINT(-87.576744 41.743243),Point(-87.576744 41.743243)
128188,"Chicago, IL",0,,Ontario St / to I-90 / I-94,f3b3d7c7-07db-4408-a584-25342a8b724e,US,JAM,JAM_HEAVY_TRAFFIC,3,5,269,2,2024-06-25 20:44:47 UTC,POINT(-87.642362 41.892563),Point(-87.642362 41.892563)
18485,"Chicago, IL",1,,N State St,f4c670ee-0e0e-434f-9775-a10ce07b1531,US,HAZARD,HAZARD_ON_ROAD_OBJECT,2,7,171,2,2024-07-09 22:28:56 UTC,POINT(-87.628622 41.903243),Point(-87.628622 41.903243)
195431,"Chicago, IL",0,,I-90 E,164acfb7-2912-48c2-b2eb-680afd58a93b,US,JAM,JAM_HEAVY_TRAFFIC,3,5,162,5,2024-07-28 16:28:53 UTC,POINT(-87.660581 41.900103),Point(-87.660581 41.900103)
663718,"Chicago, IL",0,,S Archer Ave,573d3ffa-c8cc-455d-aaff-4b5e7c8fcf51,US,JAM,,6,5,230,2,2024-08-30 18:34:39 UTC,POINT(-87.712336 41.809127),Point(-87.712336 41.809127)
431586,"Chicago, IL",0,,I-94 W • Edens Expwy,f95a19f1-86dc-467a-873c-6d04311f23fa,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,320,0,2024-07-25 04:22:22 UTC,POINT(-87.744429 41.962449),Point(-87.744429 41.962449)
45822,"Chicago, IL",0,,W 31st St,51a2867d-2dea-482d-8479-b1e2a173e436,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,7,6,269,0,2024-05-19 14:44:56 UTC,POINT(-87.630018 41.83826),Point(-87.630018 41.83826)
382278,"Chicago, IL",0,,S Parnell Ave,66ae6edf-9d3e-4140-b5c8-b3f1ad270f77,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,1,6,359,0,2024-06-03 05:40:18 UTC,POINT(-87.636971 41.714274),Point(-87.636971 41.714274)
528400,"Chicago, IL",0,,I-90 W,3ed34cbb-6829-484c-b8ae-92b7f060a51b,US,JAM,JAM_HEAVY_TRAFFIC,3,6,334,5,2024-08-14 23:51:48 UTC,POINT(-87.66562 41.912022),Point(-87.66562 41.912022)
318559,"Chicago, IL",0,,S Pulaski Rd,1ac89159-4756-48b2-a59c-d7a81acb6191,US,JAM,,6,5,178,1,2024-06-15 14:40:21 UTC,POINT(-87.721638 41.740921),Point(-87.721638 41.740921)
94655,"Chicago, IL",0,,W Ogden Ave,84790a9e-1435-4823-aa4b-226a84ba795c,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,2,6,359,3,2024-06-08 21:48:04 UTC,POINT(-87.734758 41.84756),Point(-87.734758 41.84756)
233984,"Chicago, IL",0,,W Peterson Ave,fa3253f9-1d8a-4451-80d2-f2612c8a83b0,US,JAM,JAM_HEAVY_TRAFFIC,6,5,88,3,2024-05-03 13:07:02 UTC,POINT(-87.678095 41.990702),Point(-87.678095 41.990702)
61644,"Chicago, IL",0,,I-90 W,bd81d507-6cc5-47f6-8329-b2205d335775,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,3,6,353,0,2024-05-18 19:44:58 UTC,POINT(-87.645607 41.883725),Point(-87.645607 41.883725)
530604,"Chicago, IL",1,,to I-94 E • Bishop Ford Fwy » Indiana,ebbb58a6-6cce-47b8-9f76-3ac6281d4d01,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,8,75,3,2024-01-27 20:47:38 UTC,POINT(-87.628845 41.714883),Point(-87.628845 41.714883)
291019,"Chicago, IL",0,,I-94 W,e6c2e65e-1232-4132-9313-f4a5521231b0,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,358,4,2024-07-13 21:54:30 UTC,POINT(-87.624602 41.737536),Point(-87.624602 41.737536)
20026,"Chicago, IL",0,,W Devon Ave,4041cd90-5567-4ff5-bca2-45804fde5cf5,US,JAM,JAM_HEAVY_TRAFFIC,7,5,269,3,2024-07-09 17:24:31 UTC,POINT(-87.781528 41.997408),Point(-87.781528 41.997408)
175981,"Chicago, IL",1,,S Cicero Ave,7a283398-0a3a-4c12-bc85-6ed0b8c30f4c,US,HAZARD,HAZARD_ON_ROAD_OBJECT,6,7,358,2,2024-01-10 13:15:40 UTC,POINT(-87.742291 41.77838),Point(-87.742291 41.77838)
601553,"Chicago, IL",1,,I-90 I-94 Express,2c6dd913-131a-4580-b01c-02391188f3c5,US,HAZARD,HAZARD_ON_ROAD_CAR_STOPPED,3,10,358,0,2024-01-08 13:58:14 UTC,POINT(-87.631053 41.796995),Point(-87.631053 41.796995)
323004,"Chicago, IL",0,,I-55 S,46b5a7a7-6f41-47a5-8d3e-5696ec192c96,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,7,247,0,2024-04-16 22:07:57 UTC,POINT(-87.721067 41.824206),Point(-87.721067 41.824206)
747428,"Chicago, IL",0,,I-90 W,a9fbcd64-c01a-4b79-97d2-dfede0f88bfb,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,312,1,2024-09-08 22:11:58 UTC,POINT(-87.654256 41.89351),Point(-87.654256 41.89351)
733410,"Chicago, IL",2,,I-94 W,ba95d490-97d8-4ae3-9b5b-3386f2425a61,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,21,5,2024-02-14 01:20:16 UTC,POINT(-87.59616 41.695936),Point(-87.59616 41.695936)
541436,"Chicago, IL",5,,I-90 E,c0e7faa4-50b0-4b30-a8d9-846c882a8627,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,179,1,2024-06-11 16:34:30 UTC,POINT(-87.630902 41.823707),Point(-87.630902 41.823707)
593041,"Chicago, IL",0,,I-55 S,a0030ae9-5269-482a-9b1a-3c9099bd171e,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,3,6,247,1,2024-04-28 21:10:01 UTC,POINT(-87.732179 41.820722),Point(-87.732179 41.820722)
98174,"Chicago, IL",1,,I-90 W,1ac84a3e-9b28-4835-b6e1-f38d230b7591,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,9,308,1,2024-09-12 22:55:24 UTC,POINT(-87.701451 41.935906),Point(-87.701451 41.935906)
757063,"Chicago, IL",0,,S Racine Ave,25910ce4-4b66-4d5b-97cd-9b86ce5628f1,US,JAM,JAM_STAND_STILL_TRAFFIC,2,5,150,3,2024-07-11 20:30:11 UTC,POINT(-87.655738 41.822949),Point(-87.655738 41.822949)
106645,"Chicago, IL",1,,to US-41 S / DuSable Lake Shore Drive,ae51e01d-88f9-43ed-89e7-9dae6652ade5,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,8,141,0,2024-06-28 20:50:59 UTC,POINT(-87.612691 41.847443),Point(-87.612691 41.847443)
645443,"Chicago, IL",0,,W Diversey Ave,4f6f0665-fd71-4146-ab73-f00fde3d124a,US,JAM,JAM_HEAVY_TRAFFIC,2,6,269,1,2024-03-02 23:09:58 UTC,POINT(-87.762005 41.931335),Point(-87.762005 41.931335)
705876,"Chicago, IL",1,,N Sacramento Blvd,660b964a-f87c-4ce9-8ce5-b3eb0c18eb75,US,HAZARD,HAZARD_ON_ROAD_OBJECT,2,7,358,5,2024-07-31 18:51:31 UTC,POINT(-87.701335 41.885632),Point(-87.701335 41.885632)
363347,"Chicago, IL",0,,W Hollywood Ave,035d0d65-22f5-4664-bb34-8e6c7f6dbcbc,US,JAM,,1,5,87,3,2024-05-16 13:07:22 UTC,POINT(-87.664764 41.985492),Point(-87.664764 41.985492)
274273,"Chicago, IL",0,,N Oak Park Ave,21aa376c-ed3a-413a-9f31-ed89b94d18ae,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,2,5,358,2,2024-05-22 19:20:03 UTC,POINT(-87.794853 41.911074),Point(-87.794853 41.911074)
524810,"Chicago, IL",0,,I-94 E,f3919df8-652a-47c1-bb75-1428e23769a8,US,HAZARD,HAZARD_ON_ROAD_OBJECT,3,5,178,0,2024-07-14 20:10:54 UTC,POINT(-87.625124 41.739965),Point(-87.625124 41.739965)
198168,"Chicago, IL",0,,N Kimball Ave,9839ebcd-b278-40e2-b6be-3678f0e5b0e6,US,JAM,JAM_HEAVY_TRAFFIC,2,5,178,4,2024-08-15 15:00:47 UTC,POINT(-87.713374 41.968748),Point(-87.713374 41.968748)
500000,"Chicago, IL",0,,I-290 W,5653e00b-8011-467d-89a0-331aeb4acf9b,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,269,2,2024-08-10 20:06:22 UTC,POINT(-87.685384 41.87579),Point(-87.685384 41.87579)
333575,"Chicago, IL",0,,I-90 E,1d3e7db3-96ee-4b44-9e00-4dd49a260260,US,JAM,JAM_HEAVY_TRAFFIC,3,5,88,3,2024-01-18 14:04:02 UTC,POINT(-87.807693 41.982231),Point(-87.807693 41.982231)
50948,"Chicago, IL",0,,to I-90 / I-94 E,f2dc03eb-7f27-4506-b023-34177d1af5c2,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,4,6,146,0,2024-05-21 01:04:58 UTC,POINT(-87.747302 41.964392),Point(-87.747302 41.964392)
364195,"Chicago, IL",0,,DuSable Lake Shore Dr,70c5a1af-f5e7-43b1-9949-597a7996bcc2,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,6,8,350,5,2024-05-16 13:01:26 UTC,POINT(-87.618934 41.864711),Point(-87.618934 41.864711)
191568,"Chicago, IL",0,,I-90 E,d5109960-a283-44a0-909d-6a2b87fc72e8,US,JAM,JAM_HEAVY_TRAFFIC,3,5,106,3,2024-05-30 20:31:31 UTC,POINT(-87.817733 41.983134),Point(-87.817733 41.983134)
149612,"Chicago, IL",0,,Lower Beaubien Ct,03ca96cc-0af0-479e-93b7-d11a61769fed,US,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,20,6,178,0,2024-06-14 19:11:59 UTC,POINT(-87.62357 41.88605),Point(-87.62357 41.88605)
214433,"Chicago, IL",3,,I-55 S,594ced29-f479-4487-9a3d-37aca379621b,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,247,3,2024-07-10 17:30:04 UTC,POINT(-87.732927 41.820488),Point(-87.732927 41.820488)
602373,"Chicago, IL",0,,I-90 E,44184ea4-8558-4870-a50a-bf471e77d863,US,JAM,JAM_HEAVY_TRAFFIC,3,5,147,3,2024-01-08 22:28:07 UTC,POINT(-87.669057 41.916407),Point(-87.669057 41.916407)
141265,"Chicago, IL",0,,N Milwaukee Ave,d663e120-d68a-4ae7-978d-4a93776d8ce0,US,JAM,JAM_STAND_STILL_TRAFFIC,2,5,310,2,2024-05-15 18:55:06 UTC,POINT(-87.646367 41.890413),Point(-87.646367 41.890413)
188218,"Chicago, IL",0,,I-90 E,8eda5d22-ea46-44d5-ae40-9deb558cf142,US,JAM,JAM_HEAVY_TRAFFIC,3,5,126,3,2024-09-30 20:08:07 UTC,POINT(-87.737389 41.957194),Point(-87.737389 41.957194)
764023,"Chicago, IL",5,,DuSable Lake Shore Dr,411c3ab9-ce04-4715-98dc-5e665ea07aca,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,6,10,150,4,2024-09-15 23:39:23 UTC,POINT(-87.605468 41.830284),Point(-87.605468 41.830284)
575196,"Chicago, IL",0,,I-94 W,e6be2f92-2c8d-4c29-9225-91b2b7a42465,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,358,3,2024-10-01 11:36:48 UTC,POINT(-87.601545 41.677386),Point(-87.601545 41.677386)
653836,"Chicago, IL",0,,to I-94 W / I-57 S,89b526a1-ed8c-471d-bb0c-8da3c334770f,US,HAZARD,HAZARD_ON_ROAD,4,6,240,4,2024-08-06 14:59:52 UTC,POINT(-87.586674 41.714064),Point(-87.586674 41.714064)
99990,"Chicago, IL",1,,S Jeffery Blvd,5371f88d-2d79-4e40-87f2-5eec015e9fbb,US,JAM,JAM_STAND_STILL_TRAFFIC,2,7,37,5,2024-09-12 12:10:18 UTC,POINT(-87.575802 41.774552),Point(-87.575802 41.774552)
579059,"Chicago, IL",0,,I-90 E,39538960-590f-4472-8ead-268b2b9b4395,US,JAM,JAM_HEAVY_TRAFFIC,3,5,86,0,2024-01-25 00:10:38 UTC,POINT(-87.842958 41.983927),Point(-87.842958 41.983927)
727562,"Chicago, IL",1,,to  I-55 N,0f6ba538-5c8b-4231-98c4-9c29bdc9de14,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,9,67,2,2024-03-12 18:30:17 UTC,POINT(-87.742839 41.816938),Point(-87.742839 41.816938)
1030,"Chicago, IL",0,,N Central Ave,7f396f7a-3d2e-4411-a64b-7c7b2f8e174d,US,JAM,JAM_HEAVY_TRAFFIC,7,5,208,4,2024-02-04 21:58:44 UTC,POINT(-87.766559 41.988961),Point(-87.766559 41.988961)
382311,"Chicago, IL",0,,S Parnell Ave,973f284b-b8c6-44bf-b0e8-482b0dbc959f,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,1,6,359,0,2024-06-03 21:25:21 UTC,POINT(-87.636971 41.714274),Point(-87.636971 41.714274)
146,"Chicago, IL",0,,W Granville Ave,1066750a-3890-40c5-b39a-8aee6a9bcfe8,US,ACCIDENT,ACCIDENT_MINOR,1,5,88,0,2024-02-04 19:22:05 UTC,POINT(-87.676053 41.994333),Point(-87.676053 41.994333)
252219,"Chicago, IL",0,,to I-90 / I-94 E,8258efd4-2625-45f0-ac3f-e74c79c6ab24,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,6,154,2,2024-02-17 00:11:16 UTC,POINT(-87.66029 41.898923),Point(-87.66029 41.898923)
347922,"Chicago, IL",0,,I-94 E,7d9b6de1-3060-4c7e-a6cf-b782b9ff404e,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,6,179,3,2024-10-09 21:39:44 UTC,POINT(-87.625182 41.742377),Point(-87.625182 41.742377)
186796,"Chicago, IL",5,,I-90 E,6fb68c81-2ee9-42a2-bd79-3910dc8d21ac,US,ACCIDENT,,3,10,177,0,2024-09-30 21:14:54 UTC,POINT(-87.631746 41.800464),Point(-87.631746 41.800464)
245544,"Chicago, IL",5,,I-90 W,2f0860ba-fa15-4477-a67f-1bdf5811e8a3,US,HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,3,10,308,5,2024-08-27 18:42:45 UTC,POINT(-87.695675 41.93254),Point(-87.695675 41.93254)
578607,"Chicago, IL",0,,to I-90 / I-94 Express,2c50a41b-9a38-4cce-8241-be19618d8cdf,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,4,5,175,2,2024-01-25 20:04:50 UTC,POINT(-87.632018 41.805737),Point(-87.632018 41.805737)
62207,"Chicago, IL",0,,I-94 W,bd91bb88-d6fc-4859-9db6-8a6f45826dbf,US,JAM,,3,5,357,1,2024-09-24 10:32:24 UTC,POINT(-87.625284 41.756319),Point(-87.625284 41.756319)
628981,"Chicago, IL",0,,S Ashland Ave,b22c04b7-a173-456c-8611-3e159b428d36,US,JAM,JAM_STAND_STILL_TRAFFIC,7,5,179,2,2024-05-05 19:11:43 UTC,POINT(-87.665435 41.823637),Point(-87.665435 41.823637)
652442,"Chicago, IL",0,,I-90 E,412cd40b-b32a-4db1-b9de-c41bd022f062,US,JAM,JAM_STAND_STILL_TRAFFIC,3,5,126,3,2024-05-01 19:07:00 UTC,POINT(-87.766413 41.972356),Point(-87.766413 41.972356)
4185,"Chicago, IL",1,,I-290 W,8ed18e9f-7bee-411c-a64e-726e34b45c10,US,HAZARD,HAZARD_ON_ROAD,3,7,269,3,2024-05-24 14:36:13 UTC,POINT(-87.717769 41.874178),Point(-87.717769 41.874178)
172340,"Chicago, IL",0,,S Clyde Ave,64525b02-e402-4fb4-a914-ab3d2cefd06d,US,JAM,JAM_HEAVY_TRAFFIC,1,5,179,0,2024-06-12 21:00:40 UTC,POINT(-87.573548 41.751866),Point(-87.573548 41.751866)
318547,"Chicago, IL",0,,S Karlov Ave,c8281944-edc4-4fe0-8dcb-3d411e9f04d0,US,ROAD_CLOSED,,1,5,344,4,2024-06-15 22:48:20 UTC,POINT(-87.726186 41.844702),Point(-87.726186 41.844702)
725262,"Chicago, IL",0,,I-55 S,794bff62-f91a-4a52-9b93-f0e2c5fd6bb1,US,JAM,JAM_HEAVY_TRAFFIC,3,5,239,2,2024-08-25 17:36:40 UTC,POINT(-87.66672 41.838028),Point(-87.66672 41.838028)
253990,"Chicago, IL",4,,I-290 E,4d9295f1-6a71-497a-ab54-cc0400752835,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,89,3,2024-04-25 16:24:07 UTC,POINT(-87.714107 41.87387),Point(-87.714107 41.87387)
124391,"Chicago, IL",0,,S State St,ce0b188d-f1a6-488f-bbfe-1295acd93d58,US,JAM,JAM_HEAVY_TRAFFIC,7,5,351,3,2024-05-07 20:41:40 UTC,POINT(-87.622748 41.716688),Point(-87.622748 41.716688)
33387,"Chicago, IL",0,,to I-57 N,57a7c00b-256c-4269-8521-320b4baa8201,US,ROAD_CLOSED,,4,5,344,2,2024-07-17 02:46:02 UTC,POINT(-87.642202 41.714219),Point(-87.642202 41.714219)
411835,"Chicago, IL",0,,W Augusta Blvd,82cc5359-2d22-4498-9a7b-a428de8382ae,US,JAM,JAM_STAND_STILL_TRAFFIC,1,5,89,3,2024-09-17 12:24:42 UTC,POINT(-87.736895 41.898842),Point(-87.736895 41.898842)
721976,"Chicago, IL",3,,I-90 E,0eb4de5e-96ba-473f-be3f-888660dfc569,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,124,3,2024-10-03 16:00:50 UTC,POINT(-87.746248 41.962683),Point(-87.746248 41.962683)
463190,"Chicago, IL",2,,W Addison St,07f972f5-5755-42c8-b986-22a2282ede02,US,HAZARD,HAZARD_ON_ROAD_POT_HOLE,2,10,88,4,2024-04-05 22:31:02 UTC,POINT(-87.652405 41.947277),Point(-87.652405 41.947277)
54375,"Chicago, IL",0,,W Chicago Ave,95545bdd-833a-4de6-a62e-a7228a88cec2,US,JAM,JAM_STAND_STILL_TRAFFIC,7,5,268,3,2024-04-26 19:10:45 UTC,POINT(-87.643957 41.896461),Point(-87.643957 41.896461)
384051,"Chicago, IL",0,,I-94 E,5bb77d4f-b2d1-4e93-8854-e2215b59dc12,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,5,88,1,2024-06-24 12:39:53 UTC,POINT(-87.61307 41.713189),Point(-87.61307 41.713189)
33220,"Chicago, IL",0,,N Elston Ave,0fec741a-cd67-4772-9ebf-c46188ef76fe,US,JAM,,2,5,132,3,2024-07-17 13:49:16 UTC,POINT(-87.729555 41.960831),Point(-87.729555 41.960831)
51648,"Chicago, IL",0,,N Wabash Ave,cec3cc8e-306c-420d-99d3-5ec49efdffa1,US,HAZARD,HAZARD_ON_ROAD,2,8,359,2,2024-04-26 23:04:41 UTC,POINT(-87.626726 41.891924),Point(-87.626726 41.891924)
521416,"Chicago, IL",0,,I-55 S,c2f33fd8-22c0-440f-ab44-ac6c8f23f4b3,US,HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,3,6,247,0,2024-01-24 06:26:01 UTC,POINT(-87.75117 41.814708),Point(-87.75117 41.814708)
639898,"Chicago, IL",1,,I-290 W,fc07c1f9-061c-4c05-abd9-9dfc19894f67,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,269,4,2024-03-06 20:37:39 UTC,POINT(-87.684442 41.875801),Point(-87.684442 41.875801)
553352,"Chicago, IL",0,,I-90 W,51f53c54-7ffa-43a3-8719-0052f23968f0,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,3,6,353,0,2024-05-02 05:54:40 UTC,POINT(-87.645607 41.883725),Point(-87.645607 41.883725)
4271,"Chicago, IL",0,,S Cicero Ave,6a238111-7d7f-4d4b-9308-a75d477c7762,US,HAZARD,HAZARD_ON_ROAD,6,5,358,4,2024-05-24 18:16:09 UTC,POINT(-87.742266 41.777649),Point(-87.742266 41.777649)
715667,"Chicago, IL",0,,E 111th St,254c1b15-9152-4928-beae-17af4a9de1dc,US,ROAD_CLOSED,ROAD_CLOSED_EVENT,7,6,112,0,2024-05-23 17:55:06 UTC,POINT(-87.598843 41.692532),Point(-87.598843 41.692532)
52531,"Chicago, IL",3,,I-90 W,c3a0d18c-1fc5-47a1-af87-423a24c87ed2,US,HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,3,10,307,3,2024-04-26 19:13:23 UTC,POINT(-87.774455 41.977218),Point(-87.774455 41.977218)
688436,"Chicago, IL",1,,I-90 W / I-94 W / Kennedy Expwy / Wisconsin,cf18b312-b681-47be-87fc-5ab03391c7e6,US,JAM,JAM_STAND_STILL_TRAFFIC,4,7,357,1,2024-02-23 21:26:46 UTC,POINT(-87.645286 41.881177),Point(-87.645286 41.881177)
333580,"Chicago, IL",0,,I-90 E,71bdd440-032d-4e0f-ba72-b0b299f8406c,US,JAM,JAM_HEAVY_TRAFFIC,3,5,127,2,2024-01-18 22:08:45 UTC,POINT(-87.684979 41.926045),Point(-87.684979 41.926045)
